0,1
b'This is incredible ':,admiration
b' medical xpress I wonder how many people will now believe that a traditional cinnamon flavoured Ch':,curiosity
b' medical xpress Its a good treat for the kids as well':,admiration
b' medical xpress Mmm Really fab in lowcarb dark chocolate cakes too ':,admiration
b' medical xpress Supposed to be good for colds and excellent added to the sloe gin spice mix':,admiration
b' medical xpress We use it as a healthy alternative to sugar here ':,neutral
b' medical xpress Wee word of warning too much can also cause perioral dermetitus I was taking a':,neutral
b' medical xpress Weve always eaten a lot of cinnamon here amp never had any problems but always':,neutral
b' medical xpress Who knows It certainly cant do any harm anyway as it inhibits enzymes that play a role':,curiosity
b'Cinnamon is medicinal Cinnamon has been used along with ground cloves to shorten colds treat nausea':,neutral
b'Cinnamon is my favorite thing in the world ':,admiration
b'I love it ':,love
b'Im liking this one Thanks for posting Lookout cinnamon toast here I come ':,gratitude
b'Thanks for the RT support ':,gratitude
b'Thanks for the shares ':,gratitude
b'And this study has enough statistical power to validate effect sizes given that the comparisons had no cont':,neutral
b'Depends on whetether the control group consists of a complete spectrum of subjects with all kinds of heart':,neutral
b'Great ':,admiration
b'Increased risk of prostate cancer in men ':,neutral
b'DiaMedica cracked the KLK1 code and is able to synthesize it cheaply Initiation of phase 2 trial for stro':,neutral
b'in NEJM Clot removal up to 24 hours after stroke gt significantly reduced disability for properly selected patients DAWNtrial':,neutral
b'Standard guidelines for stroke treatment currently recommend clot removal only within 6 hours of stroke onset DAWNtrial':,approval
b'you do know that the bugs will just mutate to avoid teixobactin its a terrible cycle ':,curiosity
b'Agree completely on the fresh air part I try to divide my time equally between cardio and resistanc e training ':,approval
b'I do agree Because I know if I continue to do my daily push ups and or lift some weights my muscle wi':,approval
b'Must admit cardio is still what gives me the biggest buzz nothing beats a good 7 miler or 60 laps in':,admiration
b'That looks interesting really looking forward to seeing the back of the MS curse':,admiration
b'so superb Congress Mr Mrs':,surprise
b' drjasonfung This study is looking at the cellular responses in mice not necessarily prescribing h':,neutral
b' drjasonfung True but adds to the growing evidence on fasting and looks beyond weight loss to other changes ':,neutral
b'24h is mentioned But a 14 16h fasting on daily basis also promote the same benefits Even thou in a lil smaller scale ':,neutral
b'Absolutely':,admiration
b'I think an assistant posted this for Dr Fung He definitely would have added Duh ':,neutral
b'On and off fasting helps fight obesity study finds periods of sporadic fasting can be beneficial for the metabolis':,neutral
b'What happened to mice once back to normal eating Did they lose wt bcause they took in lt energy over th':,neutral
b'Yes but mice ':,neutral
b' Who wouldve thunk ':,neutral
b'Any good news for MS sufferers is wonderful ':,admiration
b'It also relieves migraines from SIBO Wonder if mechanism telling my body food is allergen to be att':,neutral
b'When will mast cells become a central area of study for autoimmune diseases Soon I hope ':,optimism
b'Not surprised by this I wonder if the same can be said of adults It seems that our ability to':,surprise
b'Of course natural source of vitamins Not synthetic forms I agree':,approval
b' garyschwitzer UCLAHealth Useful if you have a tubby pet mouse in need of shedding a few grams ':,neutral
b' UCLAHealth Squeak ':,neutral
b' UCLAHealth YES YES YES So much nutribabble promoted from those who cant seem to distinguish m':,neutral
b'Are we following zee news for this Weight loss constipation nausea pregnancy hang over We have ramd':,neutral
b'But you are spamming not citing relevant work Therefore I shall block you ':,love
b'Chai tea enchances immune system fights inflammation and colds makes you wake up improves digestion may improve heart health':,neutral
b'Chamomile tea benefical for sleep anxiety headache and bloating lowers risk of many diseases':,neutral
b'Dont kid yourselves Less calories Thats it Simple ':,neutral
b'G':,neutral
b'great stuff but why no report on the dose Toxicologists major trnet the doses makes the benefit ':,admiration
b'Hmm':,neutral
b'It is less acidic Green tea gives me slight indigestion but black tea does not ':,neutral
b'Tea has different Beauty LOVE TEA':,love
b' SkepticsGuide CaraSantaMaria this is really curious but I am confused as to the how and why ':,curiosity
b'Doesnt work for me':,neutral
b'Fascinatingly At first I thought it was a typo Interesting indeed ':,surprise
b'Hola Rachel I have been awake trapped at the airport in Mexico City for already 24 hours Not fun ':,amusement
b'I dont really understand how LESS sleep can improve symptoms I get tired with less sleep and my d':,confusion
b'Paradoxical but true ':,neutral
b'Rocket science rears its head again':,neutral
b'That sentence gives me a headache to read ':,sadness
b'Totally agree If you touch my 16 hours a night Im gonna cut ya ':,approval
b'Yeah I dont think so ':,disapproval
b' ScienceDaily Experiment done on skin samples Look at original pub conclusion':,neutral
b' ScienceDaily Im confused Do you mean LEDLights are more effective in triggering VitaminD3Production i':,curiosity
b'Anticipating DrJackKruse take on this ':,neutral
b'But we dont know if Vitamin D3 is the primary benfit of sunlight or a marker for something else ':,confusion
b'From my own research on UV light therapy Id say this looks to have potential if used judicious':,neutral
b'Youre suggesting that correlation may not equal correlation ':,neutral
b' boorishian Hope they can treat those who hear all the day long mujhay kiun nikala':,optimism
b' ASMBSIH asmbs For this to work it needs to be a lot of bitter chocolate but still fascinating':,neutral
b' hormone doc sari101 DrBaldeweg j bartsendo Karavitaki Niki One of those studies we like to quot':,neutral
b' EndoMedia EurekAlert Lay on floor like an angel for hot flashes Just a little humor But this is what I do ':,curiosity
b'Hey MSNBC Why was this socalled discovery running as a crawler during your morning shows Kind of irresponsible no ':,curiosity
b' billbarendse GregHuntMP Vitamin B3 is required to make NAD and is typically found in meats and':,neutral
b' farrm51 Well done guys ':,neutral
b' GregHuntMP':,admiration
b' GregHuntMP':,admiration
b' GregHuntMP Amazing ':,admiration
b' GregHuntMP Brilliant discovery Will help many people around the world ':,annoyance
b' GregHuntMP Brilliant Thank you ':,gratitude
b' GregHuntMP Congratulations Amazing news ':,admiration
b' GregHuntMP Does preclinical model mean animal testing Has any testing been done on women ':,neutral
b' GregHuntMP Excellent work ':,admiration
b' GregHuntMP Fabulous discovery I am now looking forward to it making a huge difference to familie':,neutral
b' GregHuntMP Great job ':,admiration
b' GregHuntMP I hope this works for some but I have a b3 rich diet and take supplements still had 10':,optimism
b' GregHuntMP If only trash watching idiots on BachelorAU RT this instead of talk about Simone ':,neutral
b' GregHuntMP kreinhard915':,neutral
b' GregHuntMP Long live marmite on toast ':,neutral
b' GregHuntMP Nutrient deficiency NEVER EVER R U DEFICIENT IN DRUGS NEVER':,neutral
b' GregHuntMP Outstanding job The world appauds and thanks you for your amazing discovery ':,gratitude
b' GregHuntMP Professor Sally Dunwoodie of the VCI has iDd NAD deficiency as the cause of miscarria':,neutral
b' GregHuntMP Racist picture where are the blacks come on twitter ':,neutral
b' GregHuntMP that is great dear ones':,admiration
b' GregHuntMP Transgender ':,admiration
b' KetoCarnivore VictorChangInst All protein originates in plants ':,neutral
b' Nutritional deficiency is the ElephantintheRoom epigenetics amp biochemistry are the answers ':,admiration
b' PMOnAir Brilliant job and youve got to love vegemite ':,love
b' PMOnAir Great Breakthrough by a dedicated team ':,admiration
b' RoorWade VictorChangInst But take into account antinutrients and bioavailability Consider the bioavaila':,neutral
b' RoorWade VictorChangInst Its beautiful and noble and probably better than what the majority of the country eats ':,admiration
b' RoorWade VictorChangInst Results like these':,neutral
b' sleuth123 GregHuntMP Wonderful work ':,admiration
b' suecookau janedreaper have you heard about new groundbreaking research today in Aus to prevent m':,neutral
b' Thanks for pointing out that press release LoL Itll be Yuge of course not detracting from the finding ':,gratitude
b' VictorChangInst GregHuntMP Still needs to go to a full clinical trial Sounds very promising At least it a start ':,neutral
b' VictorChangInst GregHuntMP The classic ':,admiration
b' VictorChangInst is about thi':,neutral
b' VictorChangInst MrRepzion GregHuntMP I am so sorry for your losses ':,remorse
b' VictorChangInst suecookau it might be lurking in my inbox lots of unreads atm Will look at any':,neutral
b' VictorChangInst suecookau Oh yes vitamin B just heard it on World Service Radio':,curiosity
b' VictorChangInst Theres nothing you can get from animals that you cannot get from plants ':,neutral
b' Vitamin B3 can cure molecular deficiencies which cause miscarriages and birth defects This is remarkable ':,neutral
b'At the very least they didnt trot out the ol chestnut Holy Grail of pregnancy research ':,neutral
b'Came close ':,neutral
b'Congratulations on your brilliant discovery and hard work Prof Dunwoodie You and your team are tr':,admiration
b'Italicized cure every time But only in mice and thats not mentioned at all Implies it was humans Thats bold ':,neutral
b'Its full of unnecessary hyperbole amp hides the mouse work Heres a far better more accurate report o':,neutral
b'Job well done ':,admiration
b'Meat is full of nutrients essential for growing babies and difficult to get enough of without ':,neutral
b'Not if Salt Effect Distillation is allowed to continue ':,neutral
b'Strong 2017 nominee for Hyperbole in Science Press Release not to detract from finding':,neutral
